comment,sentiment
جای بسیار دنج و عالی و بکری هستش . کوچه باغهای قشنگی داره,Positive
کاش میشد فهمید چه کسایی به چه قصدی برداشتن امامزاده به اون زیبایی و سنتی خراب کردن به این حال وروز انداختن . . .,Neutral
گویا این رستوران همون سیمرغ سابق که در خیابان نواب صفوی ( شهناز) قرار داشت بوده الان به این مکان جدید نقل مکان کردند و کباب هاشون خوب بود و کلا غذاهاشون کیفیت خوبی دارند و میتونید استفاده کنید ولی به صورت بیرون بر میتونید استفاده کنید چون مکان جالب توجه برا گذارن یک شب خاطره انگیز نیست 💥👌💥🔥,Neutral
خیلی مغازه شیک و خوشگلیه ساعتاشون هم عالین,Positive
بچه تعادل ازدست داده بردیم بیمارستان مثلاً اورژانسی ،ازساعت یک تا شش لنگ سونوگرافی بودیم که بیاد انجام بده و نتیجه نگرفتم ،فقط پول از لحاظ رسیدگی زیر صفر ،اگر کودکان دوست دارید فقط پزشک خصوصی مراجعه کنید,Negative
عالی بود تماس گرفتم اومدن سریع درمحل ماشین را درست کردند,Positive
بهترین مدرسه است من خودم این جا تحصیل کردم از همه ی مدرسه های این منطقه بهتره,Positive
رسما سر گردنه است، مسئولین طمّاع این مجموعه در سایه نبود نظارت ها در ایام پیک قیمت هارو چند برابر کرده و از استقبال مردم سوءاستفاده میکنن! واقعا شرم آوره...,Negative
اجناس کامل نبود,Negative
"بسیار مدرسه ضعیف هم در تدریس و توجه به سطح یادگیری دانش آموز هم در برخورد پرسنل با والدین و دانش آموزان 
هر گونه پول هم که از والدین گرفته میشود از سر و ته هزینه های زده میشه یعنی پول زیاد میگیرن با هزینه کمتر ،واقعا دلیل اینکارو نفهمیدیم و نخواهیم فهمید .اصلا راضی نبودم و نیستم یک ستاره هم برا این مدرسه زیاد",Negative
به علت سفارش زیاد و تولید با کیفیت که زمان بر است، از پذیرش لباس معذور هستند...,Neutral
مجموعه تعطیله این چندمین بار میام ولی متاسفانه تعطیل بود,Negative
امور توزیع برق ۴ رشت و امور مشترکینش اینجاست. ولی متاسفانه مثل خیلی از ادارات پدر آدم درمیاد تا کارش راه بیفته,Negative
کیفیت عالی مکانش آرومه,Positive
سلام ۱۱ فروردین ۴۰۲,Neutral
به معنای پاقعی کلمه مزخرف بود,Negative
"متاسفانه محیط دانشگاه که اصلا مناسب نیست
کادر اداری بداخلاق و ناکارآمد
شماره های تماس هم اصلا پاسخ داده نمیشه",Negative
به عنوان یک فرد زخم خورده خواهش می کنم بهشون قالی ندهید. سر من کلاه گذاشتند از اتحادیه هم پیگیری کردم. دستشون تو یک کاسه بود. نظرات مردم رو در گوگل مپ بخونید. افرادی هم که از کارشون تعریف کردند به احتمال زیاد آدم های خودشون باشند.,Negative
"اصلا برخورد پرسنل خوب نبود و آب خیلی سردی داره 
و در قسمت رختکن خشک کن سر هم نداره",Negative
یه کافه کامل و فوق‌العاده با کیک های خاص و خوشمزه... با پرسنل خوش برخورد و حرفه‌ای.من به علاقه‌مندان قهوه و کافئین، از منو، قهوه ضدگلوله رو پیشنهاد میکنم🥇👌من که واقعاً لذت بردم.,Positive
من عشق زندگیم دراین مکان حبس هستش.الان 2سال و2ماهه که اونجایه وباید17ساله دیگه اونجا باشه.(امشب که دلم هواتو کرده،،من کجایم..توکجا..),Neutral
"با اختلاف رتبه ی مزخرف ترین اداره پست در کل کشور به این پست تعلق میگیره 
فقط کافیه یه سر به اداره بزنین متوجه میشین
به نظر من خونه خواستین بخرین قبلش نگاه کنین آدرس پستی تون مربوط به این منطقه و این اداره پست نباشه",Negative
اصلا دستگاه هاش جااب نبود هیچ دستگاهی نداشت,Negative
بشدت بی مسئولیت هستند،رئیس اداره پست هم انگاری سواد نداره،این همه انتقاد شکایت هست ،نمی تونی بخونی ،استعفا بده...کم حق الناس بنداز گردنت،روز قیامت بااین همه بی مسئولیتی چی جواب داری بدی...مسئول بی لیاقت ،خجالت خجالت داره والا.....,Negative
"سلام
سالن ورزشی خیلی رسیدگی خوبی نداره
و نظافتش پایینه",Negative
زیبا و قشنگ,Positive
بسیارعالی وغذاهای ایرانی خیلی خوشمزه وبهترین جوجه کباب واقعالذت بردم,Positive
بسیار کثیف ماشین میشورن،اصلا دستمال کشی وجارو برقی درحد صفره بعد ۹۰هزار تومان هم می‌گیرن ،،کارگرا هم که رومخ مشتری ن برا انعام,Negative
دسترسی به خیابان فردوسی شمال، ضلع شمال غربی میدان امام، موزه پست و تلگراف، موزه عبرت. وزارت امور خارجه و ضلع شمال خیابان امام از این خروجی امکان پذیر است.,Neutral
بسیار عالیه و دوستداشتنی,Positive
خیلی بد,Negative
مکان بسیار زیبا و دلنشینی بود,Positive
صادقانه بگم اگه فقط قصدتون سرسره بازیه وحوصله دارید ۲ساعت داخل صف باشید وباشلوغی زیاد مشکلی ندارید که برید اما اگه تمیزی و سلامتی خودتون براتون مهمه اصلا پیشنهاد نمیکنم مریضی پوستی فراوان موجوده تفریح رو با سلامتی خودتون معامله نکنید,Negative
ساعت کاریش مشخص نیست ؟,Negative
بیمارستان بدی است و دکتر های بی نظم و بی اخلاقی است و با آدم بد رفتار میکند,Negative
تا کی نمیشه بازدید رفت؟این که بسته است .شاه عباسی ک بسته است .کرج چی داره اخه باغ وحش هم ک نداره پارک درست حسابی و فضای سبز واسه تفریح و کباب وچادر زدن هم نداره فرودگاه وقطار نداره مترو نداره چی داره ؟؟اینجا آدم افسردگی میگیره,Negative
آدم پول خوب میده توقع غذای با کیفیت تری داره، کلا ظاهر همه چیز خوبه ولی در عمل ضعیف هستند,Negative
"خیلی شلوغ بی نظم و بهداشت ضعیف اعمال میشه 
اکثر موقع دعوا و در گیری هست 
زیاد جواب گو نیستند",Negative
"همیشه تعطیل هست
لطفا از روی نقشه حذف کنید 
یک عدد ستاره دادم نظرم ثبت بشه",Negative
"بد ترین هنرستان همینه،  برای کسایی که نمیدونن چه رشته هایی داره، رشته های کاردانش :تعمیرات موبایل، تاسیسات، گرافیک، حسابداری. 
اکثر اوقات بچه ها از مدرسه فرار میکنن که این یه چیز عادی توی هنرستانه، مدیر خیلی بی لیاقت داره، دو تا ناظم داره( حالا اسم نمیبرم )و خلاصه مدرسه اش قدیمیه، سال 81 ساخته شده و از اون موقع بهش دس نزدن، بچهای خیلی بی فرهنگ داره، هرروز اونجا دعواس، خلاصه رشته های کاردانش میخایین، اینجا نیایین بدترین هنرستانه چون همه معلم هاشون بازنشسته ان، بچه هاتون رو اینجا نیارین، تموم خدافظ",Negative
متاسفانه هیچ فعالیت رو به پیشرفتی در این محل انجام نشده است,Negative
با انصاف و دارای مجموعه متنوعی از حبوبات و برنج و روغن,Positive
جای خوب و بکری است,Positive
عالیه ، قیمت‌های مناسب و تنوع بالا,Positive
چرا وقتی رستوران بسته است اینجا زدن بازه . کلی راه اومدیم و رسنورانشون بسته بود رفتار بسیار بد و نامحترمانه,Negative
من جارومو برای سرویس کامل به این مغازه بردم بعد از تحویل دیدم که تمام جارومو شستند و سرویس کامل کردند ، شده بود مثل روز اول من از کارشون خیلی راضی هستم.,Positive
فعلا ب دلیل تعمیرات استخر تعطیله,Neutral
جایی بسیار زیبا و دیدنی وبا فضایی رویایی برای گردشگران و زوار آقا امام رضا,Positive
طبیعت عالی,Positive
مکان خوبیست ..,Positive
یه پارک بزرگ با وسایل ورزشی زیاد,Positive
دارای وسایل بازی ... آب نما...درخت توت سفید و قرمز  و انواع گلها,Neutral
یعنی بدون مبالغه همه منطقه بلوار قدس و شاید بیشتر اهالی دولت آباد مشتری این قالیشویی قدیمی هستند.,Positive
"افتضاح
دستشویی کثیف بدون امکانات
سوپرمارکت گرون فروش هر جنسی دو برابر حساب میکنه",Negative
با اختلاف بهترین شیرینی فروشی جهرم بلکه جنوب کشور,Positive
"این کتابخانه برای کودکان است ؟ 
یا برای جوانان",Neutral
یکی از بهترین سالن های مشهد,Positive
قارچ سوخاری و مرغ سوخاری عالی داره,Positive
قیمت ها رو یک جوری تنظیم کردند تا فقط عرب ها بتونند اونجا تفریح کنند ، حتی غرفه دارها و پرسنلش کامل عربی صحبت میکنند ، خلاصه برای مسافران عادی و مردم خود مشهد نیست بیخودی اونجا هزینه نکنید همون جاده رو برید کنگ و نغندر صد برابر بهتر خوش میگذره,Negative
واقعا عظمت داره و ارزش بازدید داره,Positive
ناگزیر دیگه باید کم کم جمع بشه و بجاش ساختمان سازی کنند.,Negative
بد ترین اداره پستی که باهاشون کار کردم . باید ریاستش عوض بشه.,Negative
خانه رسائيها مربوط به دوره قاجاریه است. این خانه شامل دو حیاط و نارنجستان است که به صورت شاه‌نشین و اندرونی استفاده می‌شده‌است. در حیاط اصلی آن ایوان، سه دری و اتاق‌های که اهالی خانه از آن استفاده می‌کرده‌اند. تزئینات گچی بنا روی سطوح نما، حوض بیضی شکل و متفاوت آن و نوع تزئینات بالای ایوان جنوبی از ویژگی‌های بارز این خانه تاریخی است.این منزل در نزدیکی راسته بازار قدیم فردوس قرار دارد. این اثر در تاریخ ۴ آبان ۱۳۸۸ با شمارهٔ ثبت ۲۹۳۲۸ به‌عنوان یکی از آثار ملی ایران به ثبت رسیده است,Neutral
استخر المهدی  جای خوبیه,Positive
نان خوب و سالم و خوش پختی داره,Positive
قسمت رادیولوژی فک و صورت بشدت کند کار میکنند. هم برای عکس هم برای نتیجه ش. ظاهرا کمبود نیرو دارن.,Negative
۳تا مکمل و برامون ۵۱۵ هزارتومان حساب کردن سر خود وبدون اجازه از صاحب خودرو تو باک ریختن  من اصلا راضی نیستم,Negative
از جمله فضاهایی که اصلا رسیدگی نمیشه .روش و اصول ۵۰ سال قبل رو پیش میبرن .و اصلا نه از جنبه قیمت و نه تکنولوژی میلی برا جلو رفتن نیست,Negative
عالی ،شبعه مرکزی این جاست ،فضای بسیار قشنگی داره ،حتما سر بزنید,Positive
نون با قیمت آزاد، 5000 تومن,Neutral
این منطقه به دلیل اینکه قبلا زمین های کشاورزی بوده است، پارک های و زمینهای پر درخت زیاد دارد که در بعضی از آنها هنوز سبزیجات کشت می شود.,Neutral
بوستان آرامیست خانواده ها در شب در بوستان دیده میشوند 18مهر401,Neutral
مثل سابق نیست,Negative
واقعا جنس لباسهاش.کیفیت لوازامش عالیه.سالاری اقا رسول,Positive
لباساشون مفت نمیارزه ، آشغال به تمام معنا . گرون و بدرد  نخور . مزخرف ، پرسنل جالبی هم ندارن ، طلبکار و از دماغ فیل افتاده ، خیلی جاهای بهتری برای خرید لباس هست ولی اینجا اصلا خوب نیست,Negative
سلام واقعا شلوغه و پاسخگو نیستن و بعضی ها خیلی بد اخلاقن یکی یه نفر هست همین که میری میگه برو هفته بعد بیا اصلا نمی‌رسه کارت چیه چی میخوای واقعا بده مردمو اذیت میکنن,Negative
برخورد نامناسب و پر توقع و طلبکارانه,Negative
بااینکه این روستا در حاده ای شلوغ و پر رفت آمد هست خیلی بی سلیقه و کم امکانت هست...,Negative
مسجدی کوچک در محله های قدیمی مشهد,Neutral
خیلی کثیف هست و کلی اشغال ریخته شده که اصلا جمع نمیشه . برای توالت پول میگیرن و خیلی کثیف هستند .,Negative
خط 99 دیر میاد,Negative
ایمنی رعایت کنید. . . .,Neutral
مکانی تاریخی مال زرتشتیان بوده و رسیدگی و مرمت این مکان خیلی خوب انجام میشه سالیانه خیلی گردشگر میان و از این مکان تاریخی خیلی جذاب دیدن میکنن,Positive
کادر خوب و خوش اخلاق و همینطور غذایی با کیفیت خوب و خوشمزه,Positive
اول صبح رفتم خلوت بود. زود راه انداختن پرسنل مودب بودن. گیر الکی نمیدن. ماشین سالم باشه. مبلغ 47 هست. خوبه برید اینجا,Positive
سلام. من رفتم به بومگردی ملک سلیمان واقعا مهمون نوازیشون عالیه پیشنهاد میکنم حتما برین😍♥,Positive
یکی از بهترین جاها هست ک رفتم,Positive
سرعت کار بشدت پایین و پرسنل ناوارد,Negative
خیلی تمیز خیلی شیک رسیدگی عالی فقط غذا مرغ و چلو وزیری یکم خشک بود قیمت هم خیلی عالی,Positive
بر خلاف بقیه جایگاه های نسیم شهر واقعا عاااااااااااااااااااااالی ✌,Positive
شاطر بی اعصاب و نان بی کیفیت,Negative
عزیزانی که نوشتن جای پارک مناسب نداره این پاسغژ هفت طبقه پارکینگ داره!!! خدا وکیلی چطور ندیدین؟,Neutral
هتل سه ستاره پردیس کرج در سال ۱۳۸۸ افتتاح و جهت ارتقا کیفیت خدمات در سال ۱۳۹۷ بازسازی انجام داده است. از مزایای این هتل می‌توان به دسترسی آسان به مراکز تجاری و تفریحی اشاره نمود. این هتل  ۳ طبقه و ۳۰ باب اتاق  دارد,Neutral
قیمتش زیادی گرونه,Negative
شیرپسته‌‌اش واقعاً کیفیت بالایی داره. میز و صندلی هم در پیاده‌رو دارند.,Positive
"با بازرسی کشور تماس بگیرید و گزارش بدید تا چنین افرادی متوجه بشن.
برای من بارها پیش آمده مشکل و خودم ب چشم حضورا دیدم چقدر وقیحانه با مردم که انتقاد می‌کنند برخورد میکنن. این آخرین بار هم حتی کارت خودرو برام اومد تماس نگرفتن و برگشت خورد رفت تهران !!",Negative
جنگل نسبتا خلوت و آرام برای پیاده‌روی و لذت بردن از طبیعت...,Positive
تحویل سریع و تمیز ممنون از مدیریت,Positive
مدرسه خوبی نیست معلمان باز نشته,Negative
گرون فروشه,Negative
متاسفانه چند بار تماس گرفتم بابت شرایط هتل که قطع کردن و جوابگو نبودن. هربار که ارتباط برقرار میشد میگفتن: گوشی رو نگهدارید بعد از چند دقیقه گوشی رو قطع میکردن. پاسخگویی رسپشن بسیار ضعیف است.,Negative
اصلا نظم نداره متاسفانه,Negative
برنج لاستیکی ، کباب کوبیده افتضاح ، پرسنل سر به هوا و فراموش کار و غیر حرفه ای و خشک ‌ هرگز امتحانش نکنید,Negative
هتل قدیمی، عالی✓,Positive
بوستان شب ها برای خانواده مناسب نیست محل تجمع افراد معتاد و ولگرد می باشند خانواده ها مواظب فرزندانشان شب هنگام باشند.,Negative
جهت جذب توریست نیاز به رسیدگی و ترمیم داره,Neutral
تاحالا کیفیت گلاب وعرقیات به این بالایی ندیده بودم واقعا درجه یک وقیمت منصفانه ،برخورد وراهنمایی بسیارعالی,Positive
خیلی طول میدن یه پروسه سه ماهه رو برات یکسالش میکنن,Negative
انواع لامپ و مهتابی را دارد و سیم های برق دو رشته هم دارد,Neutral
کافه فست فود ونیز در شهر قایمیه قهوه های دبش و ساندویچ خوشمزه هم با نان نانوایی لواش  و هم بربری دارد هر جور که مایل لاشید در خدمت شماست....,Positive
از نظر رعایت شعونات اسلامی این مکان کاملا صفر است,Negative
بزرگ و با کیفیت,Positive
جایگاه با خدمات نسبتاً مطلوب دارای سوپرمارکت ،کارواش,Positive
غذا عالی محیط زیبا و دلنشین ، آرامش دریا و لذت غذایی دریایی,Positive
مدرسه به درد نخوریه,Negative
این عوراضی کلا دیگه غیر فعال شده,Neutral
این پارک و دریاچه مصنوعی قشنگش نزدیک به محل زندگی ماست در فصول مختلف رفتم هم برای پیاده روی قشنگ و خوب و باصفاست هم برای نشستن با خانواده، اگه بچه کوچیک هم دارین یه سری اسباب بازی کوچولو هم کنارش داره، با خودتون نون خشکه هاتون هم بیارین برای پرنده ها، غذا دادن بهشون لذت داره,Positive
ساعت کار نزدن و با این همه گرفتاری تلفن هم پاسخگو نیستن . واقعا چرا تلفن میزارن وقتی هیچ وقت جواب نمیدن,Negative
یادش بخیر من اون موقعه ها با نوارشو داشتم گوش میدادم ی آهنگ و هی میزدم عقب عقب تاخسته بشم از آهنگش هی ک رفت ای کاش بود روحش شاد,Neutral
غذاهاش عالیه,Positive
یخ میزنی دورش بازه یک بارون بیاد خیس آبی,Negative
فقط پول الکی میگیره،  پاسخ گویی افتضاح کارشون واقعا داغونه,Negative
من  دوهفته  بخاطر سربازي  نوشتم هنوز پیام کمیسون  نیامده  میخوام بدونم کی میاد پیام واسم,Neutral
پیتزا لایک در حبیب‌الله باکیفیت ترین و خوش مزه ترین پیتزای تهران هستش یک بار امتحان کنید,Positive
حتما یکبار مراجعه کنید,Positive
نماد تهران قبل از ساخت برج میلاد همین یادگار حسین امانت معمار ایرانی بود که در دوره پهلوی ساخته شد ، سازه ای زیبا که نماد تهران مدرن نام گرفت ، معماری زیبای این برج تلفیقی از معماری روز و معماری ایرانی بود ، این برج زیبا در غرب تهران همیشه برای گردشگران داخلی و خارجی جذابیتی فوق العاده به همراه داشته ، در پایین این برج موزه و نمایشگاه های مختلف برگذار میشود ، همچنین امکان بازدید از برج برای عموم میسر هست,Neutral
تعداد نیروش کمه,Negative
"افتضاح به شدت ناجور، اتاق سرده و هیچ رقمه گرم نمیشه
در حد یه مسافرخونه روش حساب کنید
توی ماشین بخوابید بهتر از بودن توی این هتله
نمیدونم کی اینما رو چهار ستاره توی نقشه ثبت کرده ولی اصلا از این خبرها نیست.",Negative
فست فودی خوب✓,Positive
تقریبا در طول سال کلا شهربازی وکلیه امکاناتش تعطیله. فقط دریاچه و فضای سبزش بازه. مدیریتش خیلی ضعیفه.,Negative
شهر تاریخی بلقیس,Neutral
درست و همه مخلفات به اندازه و خوشمزه,Positive
کاش کمی نزدیک‌تر به محدوده شهری بود,Neutral
عالی بود,Positive
آبشار ومجموع خدمات تفریحی و رفاهی لوه بعد تنگ. راه گالیکش,Neutral
دنج ، نسبتا راحت ، امکانات معمولی ، بهتره در بستی باشه,Positive
"اصلا تلفن رو جواب نمیدن.
مرسوله منو اشتباهی به جای تهران فرستادن زنجان!!",Negative
عالیه... تمیزی و برخورد پرسنل خوبه.‌ غذاهاش هم خوب,Positive
وسایل خیلی تکمیل و خوبی داره ، فقط من بادکنک تعیین جنسیت میخواستم نداشت متاسفانه,Positive
منطقه حفاظت شده گلیل دارای آب و هوایی عموما کوهستانی، با شیب های تند و دره های عمیق و صخره های مرتفع است که بخش وسیعی از منطقه را جنگل های ارس با زادآوری طبیعی مطلوب تشکیل می دهد که از شرق به غرب بر تراکم آن ها افزوده می شود.,Neutral
اینجا آرامستان نصیر آباد شهریاره ، چون یه نصیراباد دیگه تهران داره. اون نصیر آباد رباط کریمه,Neutral
بسیار جای زیبا و دیدنی بود,Positive
هیچ وقت این مکان باز نمیکنه,Negative
روستای «دارشاهی» بسیار زیبا و دارای آبشار و رودخانه و شالیزار و جنگل بسیار زیبای بلوط است. همچنین جهت گردشگری دارای مجتمع بومگردی و فروشگاه های مختلف است. از زیباترین نماهای قله‌های «دنا» نمایی است که در این روستا قابل مشاهده است.,Neutral
طبیعت بکر روستای زیبا مردمان مهمان نواز و با حوصله,Positive
بهترین میوه ها  باکادر مجرب بچه های خیلی بامعرفت معدب با انصاف بهترین بار فروش آقای بهرام رفیعی تالار ۱۳ غرفه 1۰ می باشد برای  خرید بار ،فروش بار فقط به اونجا مراجعه کنید,Positive
کلیه خدماتی که ایشون انجام میده بسیار بسیار گران تر از جاهای دیگه هست.,Negative
وقتی به مسکن های مهر لپویی نگاه میکنم ، میمونم وظیفه ی شهرداری و شهردار چه چیزی میتونه باشه واقعا!  هیچ جوره نمیتونم امتیازی بدم واقعا ! جوابگوی تلفن هم نیستن، رسیدگی در حد صفر متاسفانه. آیا خودتون با خانواده حاضرید در این ساختمان ها و این محیط زندگی کنید؟!  یه وسیله نگذاشتید که من حضوری بتونم بیام ببینم کی به کیه تلفن هم که وقت ندارید جواب بدید  بس کار میکنید . چرا از خدا نمیترسید؟؟!,Negative
"بسیار کثیف 
بسیار شلوغ
پر از زباله
نمیشه راه رفت از حد کثیفی
من اینجا رو اصلا پیشنهاد نمیکنم",Negative
متاسفانه پرسنل بانک رفتار خوبی ندارن,Negative
ارباب...💔,Neutral
"داخل باشگاه نرفتم 
ولی از بیرون معلومه که اصلا تهویه هوا تو باشگاه نداره 
انگار یه خونه رو تبدیل به باشگاه کردی",Negative
این شعبه به علت تعمیرات تا اطلاع ثانوی تعطیل می باشد.,Neutral
بسیار بسیار زیبا خیلی لذت بخش فقط تنها چیزی که بده آشغالاش که خیلی زیادن,Positive
محله فرهنگ جای سرسبز و آرامی برای زندگی ...,Positive
"متاسفانه سر ساعت ۱ ظهر یک ساعت بعد از اذان همه رو بیرون میکنن.  من واسه نماز خواستم برم هم نذاشتن و درش بسته بود.  
واقعا نمیدونم مسافری که تایم دیرتر برسه باید چیکار کنه! 
یک خادم بسیار بداخلاق هم داره",Negative
از نظر خاطرات باید گفت خیلی نوستالژیکه ولی ازنظرقیمت متاسفانه بسیار ناصرفه است.,Neutral
۱ ستاره براش زیادی,Negative
منطقه زیبا در دل کوه های هزار مسجد,Positive
دکتر خوب نداره,Negative
یه ستاره هم زیاده آرایشگره فوق العاده بی عرضه ای داره که از رنگ تا پدیکور و.. خودش انجام میده و تو هیچ کدوم خوب نیست برای اپیلاسیون رفتم و بدنم و سوزوند.,Negative
بسیار زیبا و آرامش بخش,Positive
هر موقع که من رفتم پمپ گاز ثامن تعطیل بود آخ یعنی چه همین امروز دوباره رفتم تعطیل بود خراب بشه انشالله,Negative
واقعا قطعه ای از بهشت اینجاست، وقتی در مسیر جاده سیاهکل به دیلمان ده کیلومتر حرکت کنیم به بالای ابرها میرسیم که ییلاقات نزدیک به اسپیلی قرار داره، بهشت روی زمین اینجاست,Positive
بیشتر محل عکاسیه تا کافی شاپ,Negative
تلفن اختراع شد تا بشر راحتتر باشد. مثلا بنده امروز راهی سفرم و بسته پستیم رسیده ناحیه باکری خب اگر پاسخگو باشند میشه هماهنگ کرد اگر الان نمیتونن برسونن دستم یا خودم برم بگیرم یا تایم دیگه ای برای آوردن هماهنگ کنم. کمی تفکر,Negative
کارگرهای بد رفتار و بی تربیت، مدیریت ضعیف و روستامنش و پارکینگ تاریک و پر از آشغال است. مشتریان اغلب شاکی و ناراضی هستند.,Negative
"با سلام در اردیبهشت ماه به اصفهان مسافرت کردیم واقعا بی مهری کردن نمره مهمون نوازی شود -۰-
سایت شون که مشکل داشت از دو هفته قبل هر روز رفتیم می گفت مدیر باز نکرده حضوری هم که به ما جا ندادن همکاران با سخاوت علوم پزشکی اصفهان مون.",Negative
خدمات بسیار عالی و پاسخدهی مناسب,Positive
بی مسئولیت ترین کارکنان قرن رو میشه تو ایم اداره پیدا کرد دو روزه ما رو معطل کردن میزنه پستچی اومده کسی نبود درصورتی که دور تا دور شرکت دوربینه و تو دوربین ها هیچ پستچی دیده نشده دیگه علنی دروغ میگن,Negative
سلام من دانش آموز کنکوری هستم.❤ حوزه امتحان نهایی ما در این هنرستان کار و دانش معمولی قرار گرفته است که فاصله زیادی تا محل سکونت ما دارد.😔 نسبت به دبیرستانی که در آن مشغول تحصیل بودیم نیز حداقل دو برابر مسافت دارد!😔🙄 اینکه امتحانات نهایی را در دبیرستان خودمان برگزار نمی کنند جای سوال اساسی دارد؟!🤨 مثلا که چی؟!! چرا آموزش و پروش تصمیم بهتری نمی گیرد 🤔😒 این انتقاد من و سایر دانش آموزان است. با تشکر از نرم افزار فوق العاده نشان...,Negative
بسته  دروغ  میگه شب  باز نیس,Negative
گول کامنت ها و امتیازاتو نخورید. به شدت مجموعه ضعیف و بی مسولیتی هستش,Negative
دستشون درد نکنه,Positive
به نظرم مثل این رو تو تره بارای تهران پیدا نمی کنید، قیمتاش خیلی خوبه، از طرفی علی رغم اینکه زیاد بزرگ نیست میوه های خیلی با کیفیتی میاره مخصوصا که تازه میوه میاره ازش خرید کنید.,Positive
مزخرف ترین بانک آنقدر کند کار میکنن البته همه بانکای دولتی همینن,Negative
ارزش خرید داره,Positive
متاسفانه قبلا خیلی خوب بود، ولی بعد از کرونا ،کادر درمانش اعصاب ندارن یه سوال میپرسی سریع گارد میگیرن آماده،نظافتش مثلا بخش آزمایشگاه  هم یکم ضعیف شده نسبت به قبل,Negative
خیلی عالی بود پیشنهاد میکنم حتما از این رستوران غذا سفارش بدید😍😍😍,Positive
عمق آب حدود شش متر هست و توزیع آب خرم آباد از زمان ساسانیان از این قسمت بوده است,Neutral
در تاریخ ۱۴۰۱/۱۲/۹ساعت ۱۶/۳۰برای ناهار به این رستوران رفتیم بختیاری و شیشلیک سفارش دادیم. گوشت این دو سفارش مانده و بسیار بد بو بود. به مسئول صندوق اعلام کردیم و قبول نکرد. حوصله بحث کردن نداشتیم. این اخرین باریه که انجا رفتیم. توصیه میکنم قبل از سفارش غذا از سالم بودن ان مطمعن شوید. و الان بسیار حال بدی دارم.خودم کردم که لعنت بر خودم باد,Negative
واقعا خدمت خیلی سخته,Negative
حیف,Negative
شیرینی های خوبی دارن,Positive
عطر بی کیفیت میده,Negative
هیچ تخفیفی نمیده و   محصولاتش کامل نیست  و فقط از یکی دو برند داره که معرف هم نیست,Negative
واقعاً دمشون گرم,Positive
پیتزاش اصلا خوشمزه نبود هات داگ و چیکن کورنش هم خیلی معمولی بود.به نطرم برا یه مجموعه ای که تخصصی سوخاری کار میکنه غذاهاش خوشمزه نبود,Negative
کیفیت نان پایین و قیمت بالا,Negative
اگه دنبال جنس بدرد نخور هستین خرید کنین,Negative
اصلا خوب نیس مخصوص ساندیس خوراس,Negative
سال ها قبل هم ؛ وقتی باز بود؛ مدیریت خوبی نداشت. حیوونا شرایط بدی داشتن. ی میمون داشت؛ اسمش گلی بود. من بخاطر دیدن اون میرفتم:),Negative
اصلا بدرد نمیخوره.هرجایی دوست دارین برین ولی اینجا نرید که وقتتون هدر میره.,Negative
"بوستان کوچک اما با تابلوی دخانیات ممنوع!!
برام جالب بود ولی طبق معمول به نظر مواد فروشان هستند! خیلی تاریک!!",Negative
افتضاح بود مسیرش. چهل پنجاه کیلومتر جاده سنگلاخی. جلوبندی ماشین سرویس میشه. فاصله ای که نشان میزنه به هیچ وجه درست نیست. چون سنگلاخی رو در نظر نمیگیره. فاصله ای که نشان میگه رو دو برابر کنید,Negative
زیاد جالب نبود امکانات بازیش خوب نبود,Negative
یه آکادمی درجه یک با یه مربی دلسوز و توانمند,Positive
طبیعت بسیار با صفا و سرسبز برای سپری کردن لحظات خوش و به یاد ماندنی,Positive
کلا ۲ تا نقاشی داره که ارزش بازدید داره. بازدید ازش هم رایگانه,Negative
جالبه.تو برگه ترخیص خودرو رو  گرفتم پول جرثقیل زده بود صفر بد رفتیم  پارکینگ ماشین رو در بیاریم میگه یک میلیون شیشصدو پنجاه هزار تومن باید بدی بابت حمل چرثقیل ماشینم سالم بدون هیچ عیب ایرادی یعنی نیاز به کفی هم نداشت به هر حال گردنشون کلفته گرفتن اینم از وضع این کشور کی میتونه جلوشون بگیره هیچکس. من رازی نیستم خرج سلامتی عزیزانت بشه....,Negative
من که برای چنین اداره پستی متاسفم که برای یک سوال باید یک ساعت نوبت بگیری اگه چند تا باجه اضافه کنن آنقدر با وقت وعصاب مردم بازی نکند دلم میخواد  که چند تا فحش آبدار نثار کنم...,Negative
از ساعت چند تا چند بازه عصرا؟,Neutral
سلام.. کاش یکی هم شماره بیمارستان رو میزاشت😕,Neutral
لوازم تعزیه حاج محمد پزشکپور,Neutral
فشار گاز خیلی کم,Negative
دوسال پیش راه افتاده بود.توی تاکسیرانی مشهد به مالکین تاکسی میگفتن برین گلبهار تا راه بیوفته.ماهم چندبار رفتیم.ولی الان چون پول رو داشبورد نذاشتم خیلی راحت ماشین مدل۹۹را مردود اعلام کرد!!!سوال کردم.فرمودن دود میکنه.بدون اینکه کوچکترین دستکاری یا تعمیری انجام بدم امروز رفتم ۵۰گذاشتم روی ترمزدست وقبول شدم...خاک برسرمن که اگه ماشینم ایراد داشت ۵۰هزار حلش کرد واگه ایرادنداشت باج به زالودادم,Negative
برای اسکان و چادر زدن نمیشه و اجازه نمیدهند,Negative
"شماره تماسی که تو عکس هست همش اشغال هست.
شماره هایی هم که توی سایت هست کسی پاسخگو نیست",Negative
